Id,Complete Name,Department,Employement Status,Location,% terminated,Age,Birthdate,Gender,Hire Date,Jobtitle,Location City,Location State,Termdate
25-2691506,Adlai Honnan,Accounting,Active,HQ,0,23,07-09-1999,Female,12-11-2016,Business Analyst,Cleveland,Ohio,
85-7260987,Nickolai Larner,Accounting,Terminated,HQ,0,37,05-08-1985,Female,28-03-2017,Business Analyst,Cleveland,Ohio,
76-3080210,Theo Fearnill,Accounting,Terminated,HQ,0,31,6/30/1991,Female,19-04-2017,Business Analyst,Cleveland,Ohio,
78-2967992,Constantin Cowdray,Accounting,Active,HQ,0,25,11/19/1997,Female,29-05-2017,Business Analyst,Cleveland,Ohio,
13-8309482,Faustine Locock,Accounting,Active,HQ,0,51,1/27/1971,Female,22-07-2019,Business Analyst,Cleveland,Ohio,
75-8539984,Junia Blissett,Accounting,Active,HQ,0,53,05-02-1969,Female,05-11-2019,Business Analyst,Cleveland,Ohio,
70-7148952,Ermanno Maghull,Accounting,Active,HQ,0,31,4/24/1991,Female,03-11-2020,Business Analyst,Cleveland,Ohio,
92-7179351,Bondy Blasli,Accounting,Active,HQ,0,40,2/15/1982,Female,01-08-2004,Research Assistant I,Cleveland,Ohio,
95-0303947,Herc Fawlks,Accounting,Active,HQ,0,22,12/21/2000,Female,03-10-2006,Research Assistant I,Cleveland,Ohio,
09-6158458,Mikaela Jonson,Accounting,Active,HQ,0,29,2/25/1993,Female,14-06-2009,Research Assistant I,Cleveland,Ohio,
12-0165371,Tessa Timberlake,Accounting,Terminated,HQ,0,43,09-04-1979,Female,06-01-2012,Research Assistant I,Cleveland,Ohio,
85-6756779,Roderich Hyatt,Accounting,Active,HQ,0,50,1/19/1972,Female,06-11-2013,Research Assistant I,Cleveland,Ohio,
70-6534650,Read Sumsion,Accounting,Active,HQ,0,53,7/24/1969,Female,08-05-2018,Research Assistant I,Cleveland,Ohio,
65-3516683,Rand Matusovsky,Accounting,Active,HQ,0,56,3/29/1966,Female,09-11-2019,Research Assistant I,Cleveland,Ohio,
68-3884505,Aguistin Harmeston,Accounting,Active,HQ,0,54,2/16/1968,Female,04-03-2002,Research Assistant II,Cleveland,Ohio,
60-3820165,Michele Watkins,Accounting,Active,HQ,0,52,03-07-1970,Female,28-08-2002,Research Assistant II,Cleveland,Ohio,
19-3430115,Brandi Jeppe,Accounting,Active,HQ,0,39,09-12-1983,Female,10-11-2002,Research Assistant II,Cleveland,Ohio,
78-3089205,Mahmoud Goodyear,Business Development,Active,HQ,0,48,10/25/1974,Female,20-12-2007,Research Assistant II,Cleveland,Ohio,
72-8737936,Steven Breydin,Business Development,Active,HQ,0,21,3/16/2001,Female,15-12-2009,Research Assistant II,Cleveland,Ohio,
70-0352716,Corrianne Malbon,Business Development,Active,HQ,0,29,02-02-1993,Female,29-05-2012,Research Assistant II,Cleveland,Ohio,
51-5686164,Marsh Garrad,Business Development,Active,HQ,0,35,6/13/1987,Female,02-09-2015,Research Assistant II,Cleveland,Ohio,
95-8484732,Ado Entres,Business Development,Active,HQ,0,44,10/26/1978,Female,11-06-2016,Research Assistant II,Cleveland,Ohio,
89-9461877,Cesare Annon,Business Development,Active,HQ,0,25,01-07-1997,Female,01-01-2020,Research Assistant II,Cleveland,Ohio,
05-3284845,Forrester Mowday,Business Development,Active,HQ,0,29,9/21/1993,Female,21-07-2006,Administrative Assistant III,Cleveland,Ohio,
88-1337805,Bobbie Possel,Business Development,Active,HQ,0,40,09-04-1982,Female,17-09-2015,Administrative Officer,Cleveland,Ohio,
26-7402449,Lian Maudson,Business Development,Terminated,HQ,0,41,2/20/1981,Female,03-10-2016,Analog Circuit Design manager,Cleveland,Ohio,
39-5931448,Reine Robus,Business Development,Active,HQ,0,49,02-10-1973,Female,23-03-2006,Analyst Programmer,Cleveland,Ohio,
37-5948808,Krissy Upward,Business Development,Active,HQ,0,25,5/29/1997,Female,10-07-2007,Analyst Programmer,Cleveland,Ohio,
43-4653234,Miguel Vogeller,Business Development,Active,HQ,0,30,08-06-1992,Female,25-02-2008,Analyst Programmer,Cleveland,Ohio,
46-0041010,Westbrook MacKaile,Business Development,Active,HQ,0,23,10-09-1999,Female,28-09-2011,Analyst Programmer,Cleveland,Ohio,
57-3495763,Woodman MacDowal,Business Development,Terminated,HQ,0,56,04-04-1966,Female,24-12-2012,Analyst Programmer,Cleveland,Ohio,
90-6866466,Maiga Jann,Business Development,Active,HQ,0,26,5/22/1996,Female,25-05-2003,Automation Specialist II,Cleveland,Ohio,
93-6394950,Martie Elph,Business Development,Active,HQ,0,53,11/23/1969,Female,11-09-2000,Automation Specialist IV,Cleveland,Ohio,
80-4630236,Georgeanna Bonehill,Business Development,Active,HQ,0,23,04-08-1999,Female,30-05-2001,Business Systems Development Analyst,Cleveland,Ohio,
51-9725189,Ansell Mudie,Business Development,Active,HQ,0,57,11/23/1965,Female,30-01-2004,Business Systems Development Analyst,Cleveland,Ohio,
12-2071486,Kit Vater,Business Development,Active,HQ,0,49,08-09-1973,Female,14-09-2006,Business Systems Development Analyst,Cleveland,Ohio,
27-0793285,Chelsea Blague,Business Development,Active,HQ,0,40,04-03-1982,Female,01-08-2014,Business Systems Development Analyst,Cleveland,Ohio,
51-7450780,Eddi Scourgie,Business Development,Active,HQ,0,24,8/15/1998,Female,24-06-2016,Business Systems Development Analyst,Cleveland,Ohio,
79-4146387,Thor Kolodziej,Business Development,Active,HQ,0,40,9/25/1982,Female,28-06-2016,Business Systems Development Analyst,Cleveland,Ohio,
10-2431584,Kakalina Spinola,Business Development,Active,HQ,0,27,9/28/1995,Female,15-01-2008,Chief Design Engineer,Cleveland,Ohio,
14-1733299,Sophey Gonthard,Business Development,Active,HQ,0,53,9/23/1969,Female,14-05-2017,Computer Systems Analyst I,Cleveland,Ohio,
22-4639197,Claiborne Koppel,Business Development,Active,HQ,0,29,6/26/1993,Female,12-04-2003,Computer Systems Analyst II,Cleveland,Ohio,
15-2295495,Daffie Fine,Business Development,Active,HQ,0,44,06-11-1978,Female,05-09-2003,Computer Systems Analyst II,Cleveland,Ohio,
36-6165761,Chiarra Persian,Business Development,Active,HQ,0,45,1/23/1977,Female,09-10-2011,Computer Systems Analyst II,Cleveland,Ohio,
82-8231647,Nelie Meeny,Business Development,Active,HQ,0,44,08-03-1978,Female,23-11-2012,Computer Systems Analyst II,Cleveland,Ohio,
74-1331438,Krysta Pardon,Business Development,Active,HQ,0,22,10-01-2000,Female,18-01-2018,Computer Systems Analyst III,Cleveland,Ohio,
69-1967387,Curr Pellington,Business Development,Active,HQ,0,36,9/16/1986,Female,16-11-2020,Computer Systems Analyst III,Cleveland,Ohio,
81-7255438,Octavius Griffiths,Engineering,Active,HQ,0,48,5/22/1974,Female,28-09-2002,Computer Systems Analyst IV,Cleveland,Ohio,
39-4940474,Parker Kupper,Engineering,Active,HQ,0,28,12-10-1994,Female,03-09-2004,Data Coordiator,Cleveland,Ohio,
93-4793923,Valle Schindler,Engineering,Active,HQ,0,27,12-03-1995,Female,22-10-2014,Data Coordiator,Cleveland,Ohio,
55-1468124,Kattie Haysman,Engineering,Terminated,HQ,0,26,4/25/1996,Female,30-01-2017,Data Coordiator,Cleveland,Ohio,
33-6173052,Beilul Hanington,Engineering,Terminated,HQ,0,56,8/30/1966,Female,19-04-2018,Data Coordiator,Cleveland,Ohio,
64-7551438,Danell Medendorp,Engineering,Active,HQ,0,39,11-06-1983,Female,13-09-2004,Data Visualization Specialist,Cleveland,Ohio,
82-5990994,Bail Filippazzo,Engineering,Active,HQ,0,45,10-02-1977,Female,20-02-2005,Data Visualization Specialist,Cleveland,Ohio,
63-4836495,Faun Souness,Engineering,Active,HQ,0,50,06-08-1972,Female,30-03-2005,Data Visualization Specialist,Cleveland,Ohio,
11-3523808,Zackariah Bengtson,Engineering,Active,HQ,0,52,12/29/1970,Female,24-06-2006,Data Visualization Specialist,Cleveland,Ohio,
66-9276488,Teodoor Bielefeld,Engineering,Active,HQ,0,28,7/29/1994,Female,08-10-2007,Data Visualization Specialist,Cleveland,Ohio,
93-7611050,Tyrus Curson,Engineering,Active,HQ,0,33,5/21/1989,Female,09-12-2009,Data Visualization Specialist,Cleveland,Ohio,
57-5618574,Berri Kesper,Engineering,Active,HQ,0,53,02-11-1969,Female,04-12-2013,Data Visualization Specialist,Cleveland,Ohio,
53-4394443,Cecilia Flockhart,Engineering,Active,HQ,0,29,9/20/1993,Female,31-08-2014,Data Visualization Specialist,Cleveland,Ohio,
33-3650839,Lorraine Claibourn,Engineering,Active,HQ,0,56,2/27/1966,Female,10-06-2017,Data Visualization Specialist,Cleveland,Ohio,
39-6536179,Sinclair Juett,Engineering,Active,HQ,0,51,11/19/1971,Female,29-11-2020,Data Visualization Specialist,Cleveland,Ohio,
96-8162022,Calypso Dibble,Engineering,Active,HQ,0,35,8/19/1987,Female,12-06-2018,Database Administrator I,Cleveland,Ohio,
66-1540384,Ford Heball,Engineering,Active,HQ,0,47,05-11-1975,Female,16-08-2005,Database Administrator II,Cleveland,Ohio,
44-7686752,Thor MacFadyen,Engineering,Active,HQ,0,46,3/13/1976,Female,27-11-2007,Database Administrator II,Cleveland,Ohio,
23-7909808,Christian Claire,Engineering,Active,HQ,0,34,1/31/1988,Female,17-06-2015,Database Administrator II,Cleveland,Ohio,
67-9813142,Mikael Gagg,Engineering,Active,HQ,0,29,5/22/1993,Female,03-09-2002,Database Administrator III,Cleveland,Ohio,
57-7594581,Rachelle Hampshaw,Engineering,Terminated,HQ,0,53,12/16/1969,Female,09-09-2003,Database Administrator III,Cleveland,Ohio,
86-0321218,Kinny Jurisic,Engineering,Active,HQ,0,40,09-08-1982,Female,21-10-2004,Database Administrator III,Cleveland,Ohio,
78-7242915,Robena Prandini,Engineering,Active,HQ,0,46,8/17/1976,Female,01-08-2016,Database Administrator IV,Cleveland,Ohio,
41-2035792,Eleonore Cicccitti,Engineering,Active,HQ,0,46,4/19/1976,Female,03-10-2001,Design Engineer,Cleveland,Ohio,
66-6187506,Jacobo Elfleet,Engineering,Active,HQ,0,37,5/18/1985,Female,05-07-2003,Design Engineer,Cleveland,Ohio,
41-2985660,Eddie Satterly,Engineering,Active,HQ,0,29,01-03-1993,Female,07-10-2001,Developer I,Cleveland,Ohio,
37-9338866,Laney Lochran,Engineering,Active,HQ,0,25,09-03-1997,Female,27-11-2020,Developer I,Cleveland,Ohio,
63-1524287,Pat Harmeston,Engineering,Active,HQ,0,40,6/25/1982,Female,16-12-2001,Mechanical Systems Engineer,Cleveland,Ohio,
64-8699267,Luce Portis,Engineering,Active,HQ,0,30,3/23/1992,Female,20-12-2009,Programmer Analyst I,Cleveland,Ohio,
17-9640989,Koenraad Beany,Engineering,Active,HQ,0,45,04-01-1977,Female,15-07-2019,Programmer Analyst I,Cleveland,Ohio,
09-5128735,Maye Maffei,Engineering,Terminated,HQ,0,37,09-04-1985,Female,10-09-2011,Programmer Analyst II,Cleveland,Ohio,
20-6897976,Bruis Francescoccio,Engineering,Active,HQ,0,39,1/19/1983,Female,20-09-2009,Programmer Analyst IV,Cleveland,Ohio,
37-1699470,Hugh Keoghan,Engineering,Active,HQ,0,55,06-04-1967,Female,31-01-2005,Programmer I,Cleveland,Ohio,
52-0736322,Anabelle Gallamore,Engineering,Active,HQ,0,54,6/26/1968,Female,26-12-2000,Programmer II,Cleveland,Ohio,
50-3453648,Carlyle Friedank,Engineering,Active,HQ,0,56,9/25/1966,Female,12-04-2013,Programmer II,Cleveland,Ohio,
06-9498321,Kerry Coogan,Engineering,Active,HQ,0,26,3/24/1996,Female,17-01-2019,Programmer II,Cleveland,Ohio,
05-5372214,Deirdre Janssen,Engineering,Active,HQ,0,54,5/27/1968,Female,11-03-2019,Programmer II,Cleveland,Ohio,
44-5764347,Mickie Jorin,Engineering,Active,HQ,0,46,04-10-1976,Female,17-02-2004,Senior Developer,Cleveland,Ohio,
29-7685533,Janna Drogan,Engineering,Active,HQ,0,24,8/15/1998,Female,23-04-2006,Senior Developer,Cleveland,Ohio,
72-4828943,Ermina Lorkings,Engineering,Active,HQ,0,54,3/14/1968,Female,09-12-2014,Senior Developer,Cleveland,Ohio,
31-7866148,Emilie Gourdon,Engineering,Active,HQ,0,28,03-07-1994,Female,18-04-2016,Senior Developer,Cleveland,Ohio,
30-5098491,Thornton Tidman,Engineering,Active,HQ,0,25,06-12-1997,Female,19-10-2016,Senior Developer,Cleveland,Ohio,
45-9616013,Patrick Bareham,Engineering,Active,HQ,0,36,01-11-1986,Female,02-05-2018,Senior Developer,Cleveland,Ohio,
56-2304297,Klarrisa Gherarducci,Engineering,Active,HQ,0,22,12-07-2000,Female,05-01-2020,Senior Quality Engineer,Cleveland,Ohio,
57-6538848,Durand Neate,Engineering,Active,HQ,0,49,1/17/1973,Female,25-07-2005,Software Consultant,Cleveland,Ohio,
22-4147692,Brent Wilkie,Engineering,Active,HQ,0,53,12/30/1969,Female,28-07-2005,Software Consultant,Cleveland,Ohio,
95-5741771,Dewain MacAne,Engineering,Active,HQ,0,47,10/19/1975,Female,18-10-2006,Software Consultant,Cleveland,Ohio,
70-0760931,Toma Eim,Engineering,Active,HQ,0,42,05-07-1980,Female,21-09-2008,Software Consultant,Cleveland,Ohio,
67-9886154,Hugo Kendrick,Engineering,Active,HQ,0,46,04-05-1976,Female,18-05-2010,Software Consultant,Cleveland,Ohio,
58-7152970,Maxi Matussow,Engineering,Active,HQ,0,52,9/15/1970,Female,24-10-2011,Software Consultant,Cleveland,Ohio,
29-9121136,Corinne Copplestone,Engineering,Active,HQ,0,26,08-10-1996,Female,24-05-2012,Software Consultant,Cleveland,Ohio,
95-0468870,Leodora Cortez,Engineering,Active,HQ,0,37,4/29/1985,Female,14-06-2013,Software Consultant,Cleveland,Ohio,
36-6239020,Paulo Bunyan,Engineering,Active,HQ,0,42,11/27/1980,Female,28-10-2014,Software Consultant,Cleveland,Ohio,
33-4812265,Klaus Vequaud,Engineering,Active,HQ,0,31,8/23/1991,Female,06-06-2016,Software Consultant,Cleveland,Ohio,
79-5753974,Tuck Symson,Engineering,Active,HQ,0,52,4/13/1970,Female,17-07-2016,Software Consultant,Cleveland,Ohio,
63-1012391,Hammad Francis,Engineering,Active,HQ,0,22,06-07-2000,Female,06-08-2016,Software Consultant,Cleveland,Ohio,
73-5296211,Karina Eingerfield,Engineering,Active,HQ,0,54,5/27/1968,Female,20-08-2016,Software Consultant,Cleveland,Ohio,
94-0762011,Ashly Carvell,Engineering,Active,HQ,0,43,5/16/1979,Female,02-07-2008,Software Engineer I,Cleveland,Ohio,
37-9787614,Doralynne Nore,Engineering,Active,HQ,0,32,09-07-1990,Female,18-08-2011,Software Engineer I,Cleveland,Ohio,
93-7085611,Maris Lawn,Engineering,Active,HQ,0,22,11/14/2000,Female,23-11-2013,Software Engineer I,Cleveland,Ohio,
14-6528330,Charmane Bixley,Engineering,Active,HQ,0,40,7/22/1982,Female,01-06-2018,Software Engineer I,Cleveland,Ohio,
37-0198633,Hyacinthia Tunnicliff,Engineering,Active,HQ,0,23,2/21/1999,Female,12-03-2016,Software Engineer II,Cleveland,Ohio,
77-4752301,Donelle Peevor,Engineering,Active,HQ,0,45,08-08-1977,Female,29-09-2005,Software Engineer III,Cleveland,Ohio,
41-2375341,Cristabel Claydon,Engineering,Active,HQ,0,49,03-05-1973,Female,29-05-2006,Software Engineer III,Cleveland,Ohio,
16-0008062,Mariette Klasing,Engineering,Active,HQ,0,23,3/17/1999,Female,05-07-2012,Software Engineer III,Cleveland,Ohio,
48-8531270,Mariette Janousek,Engineering,Active,HQ,0,41,7/15/1981,Female,12-08-2004,Software Engineer IV,Cleveland,Ohio,
19-2665406,Sibyl MacBrearty,Engineering,Active,HQ,0,20,1/21/2002,Female,17-05-2009,Software Engineer IV,Cleveland,Ohio,
77-5381349,Kailey Kalinsky,Engineering,Active,HQ,0,30,10-02-1992,Female,01-08-2018,Software Engineer IV,Cleveland,Ohio,
33-5634368,Ellie Ashingden,Engineering,Active,HQ,0,28,03-11-1994,Female,23-08-2007,Software Test Engineer I,Cleveland,Ohio,
10-2379862,Iseabal Birtle,Engineering,Terminated,HQ,0,43,09-08-1979,Female,23-02-2008,Software Test Engineer III,Cleveland,Ohio,
70-6476775,Donnamarie Chaney,Engineering,Active,HQ,0,43,12/13/1979,Female,03-11-2015,Software Test Engineer III,Cleveland,Ohio,
04-7727177,Cosetta Blakebrough,Engineering,Active,HQ,0,35,07-11-1987,Female,30-10-2019,Software Test Engineer III,Cleveland,Ohio,
42-2645269,Ainslee Horder,Engineering,Active,HQ,0,28,8/30/1994,Female,22-02-2005,Statistician II,Cleveland,Ohio,
07-8284449,Templeton Barhams,Engineering,Active,HQ,0,31,07-06-1991,Female,07-06-2015,Statistician II,Cleveland,Ohio,
21-7997572,Boycie McBrady,Engineering,Terminated,HQ,0,26,8/30/1996,Female,12-08-2020,Structural Engineer,Cleveland,Ohio,
32-0084253,Rani Bushill,Engineering,Active,HQ,0,51,10/15/1971,Female,14-01-2002,Systems Administrator I,Cleveland,Ohio,
29-5671552,Guenevere Flemyng,Engineering,Active,HQ,0,33,11/20/1989,Female,10-04-2003,Systems Administrator I,Cleveland,Ohio,
07-1094450,Klara Dassindale,Engineering,Active,HQ,0,38,7/21/1984,Female,22-10-2007,Systems Administrator I,Cleveland,Ohio,
77-3570917,Mandi Krol,Engineering,Active,HQ,0,39,1/29/1983,Female,02-11-2016,Systems Administrator I,Cleveland,Ohio,
89-8333263,Amery Leney,Engineering,Active,HQ,0,34,04-08-1988,Female,25-04-2018,Systems Administrator II,Cleveland,Ohio,
82-1016966,Mariana Tuke,Engineering,Active,HQ,0,41,02-09-1981,Female,16-07-2003,Systems Administrator III,Cleveland,Ohio,
09-5562113,Dolli Gerring,Engineering,Active,HQ,0,46,9/16/1976,Female,28-03-2016,Systems Administrator IV,Cleveland,Ohio,
35-9405784,Leroy Heed,Engineering,Terminated,HQ,0,42,03-02-1980,Female,14-09-2012,VP Quality Control,Cleveland,Ohio,
04-9803997,Teodoro Ensten,Engineering,Active,HQ,0,30,3/27/1992,Female,21-01-2008,Web Designer I,Cleveland,Ohio,
50-4697802,Nial Dowry,Engineering,Active,HQ,0,22,09-09-2000,Female,02-05-2006,Web Developer I,Cleveland,Ohio,
43-5717322,Shel Elijah,Engineering,Active,HQ,0,47,05-03-1975,Female,04-03-2018,Web Developer I,Cleveland,Ohio,
88-7689961,Aubert Maykin,Engineering,Active,HQ,0,33,01-09-1989,Female,08-06-2010,Web Developer III,Cleveland,Ohio,
67-5646273,Herbie Pinhorn,Engineering,Terminated,HQ,0,29,6/25/1993,Female,10-02-2009,Web Developer IV,Cleveland,Ohio,
77-6257355,Adele Windram,Engineering,Active,HQ,0,49,07-06-1973,Female,16-04-2014,Web Developer IV,Cleveland,Ohio,
11-2056772,Mildred Lutas,Engineering,Active,HQ,0,21,6/28/2001,Female,19-10-2001,HR Manager,Cleveland,Ohio,
62-4259215,Abagail Dalgliesh,Engineering,Active,HQ,0,44,12/25/1978,Female,09-06-2007,HR Manager,Cleveland,Ohio,
37-7507520,Maryellen Brendel,Engineering,Active,HQ,0,32,8/18/1990,Female,05-06-2019,HR Manager,Cleveland,Ohio,
63-2820404,Prent Coast,Engineering,Terminated,HQ,0,53,4/22/1969,Female,09-11-2019,HR Manager,Cleveland,Ohio,
57-8216968,Ermanno Bernolet,Engineering,Active,HQ,0,46,10/15/1976,Female,03-10-2020,HR Manager,Cleveland,Ohio,
05-0710062,Giffy Gawne,Engineering,Active,HQ,0,21,04-06-2001,Female,26-07-2002,Human Resources Analyst,Cleveland,Ohio,
24-5560325,Vincent Tunniclisse,Engineering,Active,HQ,0,22,12/25/2000,Female,30-12-2010,Human Resources Analyst,Cleveland,Ohio,
93-1028730,Mariann Stych,Engineering,Active,HQ,0,47,12/31/1975,Female,26-03-2012,Human Resources Analyst,Cleveland,Ohio,
81-4900208,Reggy MacNab,Engineering,Active,HQ,0,28,4/15/1994,Female,30-06-2013,Human Resources Analyst,Cleveland,Ohio,
89-8822038,Roma Gricks,Engineering,Active,HQ,0,31,6/17/1991,Female,14-02-2016,Human Resources Analyst,Cleveland,Ohio,
32-9416160,Jeanne Rottcher,Engineering,Active,HQ,0,34,11-07-1988,Female,10-06-2002,Human Resources Analyst II,Cleveland,Ohio,
21-7097792,Ciel Carren,Engineering,Active,HQ,0,52,10/14/1970,Female,24-05-2003,Human Resources Analyst II,Cleveland,Ohio,
78-8506544,Adolphe Goodridge,Engineering,Active,HQ,0,37,11/24/1985,Female,10-06-2003,Human Resources Analyst II,Cleveland,Ohio,
51-0438608,Ulysses Slorance,Engineering,Active,HQ,0,55,3/24/1967,Female,30-09-2007,Human Resources Analyst II,Cleveland,Ohio,
54-7634134,Celene Hubatsch,Engineering,Terminated,HQ,0,30,12-10-1992,Female,12-12-2009,Human Resources Analyst II,Cleveland,Ohio,
55-6402051,Gerek Claibourn,Engineering,Active,HQ,0,54,08-08-1968,Female,22-03-2012,Human Resources Analyst II,Cleveland,Ohio,
37-5938126,Caril Tonkinson,Engineering,Active,HQ,0,53,04-04-1969,Female,01-01-2013,Human Resources Analyst II,Cleveland,Ohio,
23-0702523,Ninetta Capaldo,Engineering,Active,HQ,0,55,9/20/1967,Female,18-04-2017,Human Resources Analyst II,Cleveland,Ohio,
72-1000953,Martyn Kimm,Engineering,Terminated,HQ,0,33,3/16/1989,Female,20-05-2020,Human Resources Analyst II,Cleveland,Ohio,
85-3654532,Dyan Twinberrow,Engineering,Terminated,HQ,0,22,12/22/2000,Female,13-06-2020,Human Resources Analyst II,Cleveland,Ohio,
94-3497418,Brewer Farady,Engineering,Active,HQ,0,37,12/23/1985,Female,13-02-2009,Human Resources Assistant II,Cleveland,Ohio,
31-0801311,Melesa Ellice,Engineering,Active,HQ,0,53,4/28/1969,Female,23-12-2000,Human Resources Manager,Cleveland,Ohio,
21-9357203,Herman Fusco,Engineering,Active,HQ,0,22,7/28/2000,Female,25-12-2005,Human Resources Manager,Cleveland,Ohio,
14-1712252,Harp Tucknutt,Engineering,Active,HQ,0,33,12-03-1989,Female,06-08-2001,Recruiter,Cleveland,Ohio,
75-5012651,Bruis Brunner,Human Resources,Active,HQ,0,50,10-07-1972,Female,15-06-2004,Recruiter,Cleveland,Ohio,
79-0843280,Chaddie Winterbotham,Human Resources,Active,HQ,0,54,09-03-1968,Female,05-09-2005,Recruiter,Cleveland,Ohio,
53-4584878,Xenos Hanbury,Human Resources,Active,HQ,0,25,04-10-1997,Female,18-02-2007,Recruiter,Cleveland,Ohio,
81-0205766,Jenny Kochlin,Human Resources,Active,HQ,0,49,5/21/1973,Female,08-05-2007,Recruiter,Cleveland,Ohio,
69-8808057,Renie Dmitrovic,Human Resources,Active,HQ,0,29,2/15/1993,Female,10-07-2011,Recruiter,Cleveland,Ohio,
42-5104367,Adams Coggill,Human Resources,Active,HQ,0,32,1/27/1990,Female,30-11-2011,Recruiter,Cleveland,Ohio,
77-9696701,Edgard Colten,Human Resources,Active,HQ,0,33,11-05-1989,Female,29-03-2007,Senior Recruiter,Cleveland,Ohio,
51-0665182,Sheffie Leil,Human Resources,Active,HQ,0,32,1/16/1990,Female,31-12-2016,Senior Recruiter,Cleveland,Ohio,
67-2563690,Gian Savaage,Human Resources,Active,HQ,0,31,9/22/1991,Female,18-05-2016,Attorney,Cleveland,Ohio,
67-8932219,Jessie Scurrer,Human Resources,Active,HQ,0,24,12/26/1998,Female,29-08-2016,Executive Assistant,Cleveland,Ohio,
88-5112259,Nevile Pallaske,Human Resources,Active,HQ,0,42,10-09-1980,Female,19-05-2017,Paralegal,Cleveland,Ohio,
31-3064602,Milty Ballefant,Human Resources,Active,HQ,0,56,04-05-1966,Female,17-12-2002,Senior Attorney,Cleveland,Ohio,
